Names;Links;Description
Quanergy;http://www.quanergy.com;Develop solid state sensors used to offer smart sensing services for [self-driving cars](https://quanergy.com/applications/transportation/). ROS driver wrapping the QuanergyClient library to produce ROS cloud messages from Quanergy sensors. (see [`quanergy_client_ros`](https://github.com/QuanergySystems/quanergy_client_ros)).
Quantillion Technologies;http://www.quantillion.io/;Develop software for autonomous mobile robots (AMR). The company focus on industry 4.0, automating and optimizing processes in plants, from order to execution. Hiring engineers with experience in ROS ([Robotics engineer - mobile equipment (ROS/C++)](https://www.linkedin.com/jobs/view/3730269196)).
Quasi Robotics;https://quasi.ai;Offer a range of products and services, including industrial robots, collaborative robots, mobile robots, and custom robotic solutions. ROS2 drivers for Quasi Robotics (see [`quasi-robotics`](https://github.com/quasi-robotics)).
RangeAero;http://www.range.aero;Provide unmanned aircraft systems (UAS) and related services for a variety of applications. Offer a range of products and services, including UAS design, development, and manufacturing, as well as UAS operations and support. Hiring ROS engineers ([Control System Engineer](https://angel.co/company/rangeaero/jobs/701760-control-system-engineer)).
Rapyuta Robotics;https://www.rapyuta-robotics.com/;Builds cloud [^42] robotics solutions. Rapyuta Robotics\'92 platform makes it easier for businesses to deploy robotics solutions. By integrating robot hardware, software, sensor data, and applications in the cloud. ROS Drivers for cloud and different robotics solutions[^43] (see [`rapyuta-robotics`](https://github.com/rapyuta-robotics)).
READY Robotics;http://www.ready-robotics.com/;Enable manufacturers to more easily deploy robots to the factory floor through a patented technology platform that combines a programming interface and plug'n'play hardware. ROS drivers for READY Robotics (see [`ready-robotics`](https://github.com/ready-robotics)).
RealMan Intelligent Technology (Beijing)Co., Ltd.;http://www.realman-robotics.com/;Focuses on the research, development, manufacture, and marketing of ultra-lightweight humanoid robotic arms. Open API function library, supporting C/C++/C#/Python programming language, and supporting Windows/Linux/[ROS robot operating systems](http://www.realman-robotics.com/RM65xilie.html) and various communication protocols.
Realtime Robotics;https://www.rtr.ai;Invent a specialized [processor](https://rtr.ai/products) for generating safe robot motion plans in micro-seconds, enabling robots to function in unstructured, collaborative work-spaces, reacting to other motions as soon as they are perceived. ROS drivers (see [`RealtimeRobotics`](https://github.com/RealtimeRobotics)).
Redwire Space;https://redwirespace.com/;Provide space hardware and technology solutions. The company designs and manufactures advanced components and systems for the commercial, civil, and military space industries, including payloads, structures, and advanced robotics. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Reebot;https://reebot.tech/;Is a consulting and engineering services company, software and hardware integration, tests, quality compliance and use of ROS and ROS2. The company is located near Annecy, France.
Relativity Space;http://relativityspace.com;Provide fully automated rocket production and launch services. The company uses advanced robotic technology to manufacture rockets. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Relay Robotics;https://www.relayrobotics.com/;Supplier of autonomous service robots that work with humans. ROS communications-related packages, including core client libraries and graph introspection tools (see [`ros_comm`](https://github.com/savioke/ros_comm)). Their job offers also hint the use of ROS[^213].
REMAKE.AI;https://remake.ai/;Develop home robot solutions, including consumer pet/companion robots and educational/[DIY 3D-printed](https://makerspet.com) open-source [pet robots/kits](https://github.com/makerspet/makerspet_loki) for makers and STEM. Our robots use [Micro-ROS for Arduino](https://github.com/kaiaai/micro_ros_arduino_kaiaai)-enabled [firmware](https://github.com/kaiaai/firmware) that runs on the robot's micro-controller and [ROS2 (with LiDAR/LDS-enabled Nav2 stack)](https://github.com/kaiaai/kaiaai/) running [in Docker](https://github.com/kaiaai/docker) on a local PC.
REMY Robotics;https://remyrobotics.com/;Develop autonomous robotic kitchens to enhance sustainability for people, the planet and food service operators. Hiring engineers with experience in ROS ([Robot Control Engineer](https://discourse.ros.org/t/robot-control-engineer-remy-robotics-barcelona-spain/30267)).
Renesas Electronics;http://www.renesas.com;Provide semiconductor solutions, including microcontrollers, SoC solutions, and analog and power devices. Sponsor of the [ROScon](https://roscon.ros.org/jp/2019/) JP 2019. ROSCon is a developers conference [^166].
Renu Robotics;https://renurobotics.com;Automating operations and maintenance for the solar industry. Develop and produce robots powered by [ROS](https://renurobotics.com/technology/) that � mow, spray, clean, and inspect solar panels for utility-scale solar. Hiring engineers with experience in ROS ([Software Test Engineer](https://www.wayup.com/i-j-Renu-Robotics-758133283012643/)).
RGo Robotics;https://www.rgorobotics.ai;Develop artificial perception technology that enables mobile robots to understand complex surroundings and operate autonomously just like humans. Hiring ROS engineers ([Solution Architect](https://www.rgorobotics.ai/solutionarchitect)).
RIF Robotics;https://www.rifrobotics.com;Develop robots for hospital logistics. ROS2 drivers for RIF Robotics (see [`RIF-Robotics`](https://github.com/RIF-Robotics)).
RightHand Robotics;http://www.righthandrobotics.com/;Provide end-to-end solutions that reduce the cost of e-commerce order-fulfillment of electronics, apparel, grocery. ROS drivers for RightHand Robotics (see [`RightHandRobotics`](https://github.com/RightHandRobotics)).
RIOS Intelligent Machines;http://www.rios.ai;Create automated robotic workcells powered by AI for factories. Robotics and AI\'a0can be used to transform labor-intensive workplaces into smart factories. Hiring engineers with experience in ROS ([Machine Learning and Robotics Software Engineer](https://boards.greenhouse.io/riosintelligentmachines/jobs/4019999005)).
Rivelin Robotics;http://www.rivelinrobotics.com;Creators of autonomous metal [finishing robots](https://rivelinrobotics.com/meet-the-robots) called [NetShape\'ae](https://rivelinrobotics.com/learn-the-tech). Unlike manual labour & casting automation, Rivelin NetShape\'ae is repeatable AND flexible. ROS-I and Noetic drivers (see [`RivelinRobotics`](https://github.com/RivelinRobotics)).
Robertshaw;http://www.robertshaw.com/;They offer expertise in integrating electronics with our electro-mechanical and mechanical components to create more original product designs.production more efficient and cost-competitive. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Roboception GmbH;https://roboception.com/en/;Develop software and hardware products for real-time perception and localisation of robotic systems[^81]. ROS interface for the Roboception [rc_visard](https://roboception.com/en/rc_visard-en/) 3D sensor (see [`rc_visard_ros`](https://github.com/roboception/rc_visard_ros)).
RoboDeck;https://www.robo-deck.com/;Outdoor manteinance robots powered by ROS and developed/controlled by ROS-ecosystem tools and extensions. Hiring engineers with experience in ROS ([Robotics Navigation and Computer Vision Engineer Internship](https://www.masaisrael.org/job/robotics-navigation-and-computer-vision-engineer/)).
RoboK;http://robok.ai;Build cost-effective 3D sensing algorithms optimised for low-power computing platforms. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for RoboK (see [`RoboK2017/vision_opencv`](https://github.com/RoboK2017/vision_opencv)).
Robolaunch;https://www.robolaunch.io/;Provide Cloud-Native Robotics Platform and mobile robots based on [ROS/2](https://robolaunch.io/) to bring scalable and GPU accelerated robotics solutions to life. ROS drivers for Robolaunch (see [`robolaunch`](https://github.com/robolaunch)).
Robosharing;http://robosharing.ai/;Specialize in the development and production of delivery robots that can operate in autonomous mode as well as be manually controlled. Hiring engineers with experience in ROS ([Ros Developer](https://www.linkedin.com/jobs/view/3752618070)).
RoboSense;https://www.robosense.ai;Is an environment perception solutions provider of autonomous driving LiDAR. RoboSense LiDAR SDK for ROS & ROS2 (see [`rslidar_sdk`](https://github.com/RoboSense-LiDAR/rslidar_sdk)).
Robotec.AI;https://robotec.ai/;Develops high-tech solutions for automated and connected vehicles. Support in applying ROS and ROS2 middleware to develop robotic applications. Make LIDARs-based modules for localization, perception and motion planning. A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles (see [`simulator`](https://github.com/RobotecAI/simulator)), more ROS Drivers (see [`RobotecAI`](https://github.com/RobotecAI)).
RoboTech Vision;https://robotechvision.com/;Develop advanced vision systems for robots. The company's primary focus is on developing and integrating cutting-edge computer vision technology into robots. ROS2 drivers for RoboTech Vision (see [`robotechvision`](https://github.com/robotechvision)).
Robotic Solutions, Inc.;http://www.roboticsolutionsinc.com;A robotic systems integrator that specializes in Milling applications. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
